Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,Extent,Perimeter,Class
53987.0000000000,331.3506586000,213.1674456000,0.7655899440,56076.0000000000,0.6732217680,931.1170000000,Kecimen
59514.0000000000,368.6379093000,209.1269246000,0.8235137520,61469.0000000000,0.7551579750,968.3600000000,Kecimen
85739.0000000000,380.3703785000,288.2561589000,0.6524518310,87052.0000000000,0.7621515430,1094.5760000000,Kecimen
56096.0000000000,313.3863101000,232.2824399000,0.6712824760,58701.0000000000,0.7117697810,929.1150000000,Kecimen
46120.0000000000,300.0971584000,201.2063136000,0.7419361240,49996.0000000000,0.6289719880,907.0250000000,Kecimen
57676.0000000000,333.9700499000,222.2744566000,0.7463514240,58991.0000000000,0.6886686570,926.2550000000,Kecimen
62064.0000000000,352.3686704000,227.8641444000,0.7627749550,64811.0000000000,0.6505660380,1004.2450000000,Kecimen
50274.0000000000,305.3972558000,212.2734472000,0.7189389750,52016.0000000000,0.6875076920,868.9510000000,Kecimen
77225.0000000000,362.1373458000,277.0098428000,0.6441130150,80872.0000000000,0.7324834720,1110.4400000000,Kecimen
45598.0000000000,259.8962651000,225.6562198000,0.4961182670,47266.0000000000,0.7412862530,813.2760000000,Kecimen
38545.0000000000,283.9875390000,175.4205147000,0.7864099240,39765.0000000000,0.7604363950,770.5900000000,Kecimen
39439.0000000000,246.7636115000,212.6353930000,0.5074236630,42795.0000000000,0.6468272840,793.0050000000,Kecimen
74109.0000000000,416.7127171000,230.5595405000,0.8329941820,78032.0000000000,0.7064593620,1095.0550000000,Kecimen
41755.0000000000,296.7883761000,184.1913772000,0.7841152810,43362.0000000000,0.6913308390,804.5590000000,Kecimen
61463.0000000000,369.3997455000,213.6196205000,0.8158323500,63117.0000000000,0.7867767540,966.4930000000,Kecimen
43743.0000000000,300.9063350000,185.8512318000,0.7864624070,44836.0000000000,0.6700827210,802.2610000000,Kecimen
73499.0000000000,346.0510824000,275.5139073000,0.6050790150,76355.0000000000,0.7312460200,1050.0120000000,Kecimen
40403.0000000000,289.2593164000,179.2233834000,0.7849223370,41209.0000000000,0.7222043470,761.9490000000,Kecimen
62343.0000000000,348.2887882000,232.8200404000,0.7437405670,63897.0000000000,0.7056206990,979.4470000000,Kecimen
46008.0000000000,296.8792842000,212.0277194000,0.6999535940,48762.0000000000,0.6952789700,860.5800000000,Kecimen
43495.0000000000,271.6466724000,205.1640687000,0.6554244460,44535.0000000000,0.7540219120,785.8430000000,Kecimen
50649.0000000000,327.1109948000,199.5409197000,0.7923938520,52462.0000000000,0.7662944810,875.2670000000,Kecimen
61235.0000000000,349.0264129000,226.8031000000,0.7600911780,63504.0000000000,0.7187206570,974.0790000000,Kecimen
78883.0000000000,395.1000971000,256.9649659000,0.7596095250,80973.0000000000,0.6784467190,1092.7090000000,Kecimen
58734.0000000000,367.4839462000,205.0210803000,0.8299049130,59845.0000000000,0.7574768830,945.1910000000,Kecimen
68253.0000000000,388.4547229000,224.7316909000,0.8156629680,70347.0000000000,0.7461301320,1042.2570000000,Kecimen
62401.0000000000,394.3975005000,203.1386868000,0.8571536540,64722.0000000000,0.7400849190,1004.3490000000,Kecimen
73046.0000000000,397.3381636000,234.8282406000,0.8066690010,74242.0000000000,0.6906508830,1037.3990000000,Kecimen
54968.0000000000,300.9544323000,234.3895700000,0.6272464990,56851.0000000000,0.7513395300,893.6440000000,Kecimen
84057.0000000000,452.7756953000,245.2199818000,0.8406410760,86710.0000000000,0.6220178190,1179.0240000000,Kecimen
90178.0000000000,466.2493870000,250.1043018000,0.8439528020,92321.0000000000,0.7520034690,1180.4780000000,Kecimen
67883.0000000000,383.1890177000,233.3566734000,0.7931811180,70360.0000000000,0.6978104440,1030.8690000000,Kecimen
43901.0000000000,304.1003495000,191.2982735000,0.7773543340,46443.0000000000,0.6487417060,884.4950000000,Kecimen
33662.0000000000,227.2937917000,191.1090383000,0.5413430200,34787.0000000000,0.7929986570,699.4150000000,Kecimen
77043.0000000000,388.6927274000,257.5462902000,0.7489768970,80094.0000000000,0.7269304800,1112.2120000000,Kecimen
64875.0000000000,393.2146640000,212.9548238000,0.8406531050,67701.0000000000,0.7705235400,1014.7890000000,Kecimen
42609.0000000000,280.1490165000,200.2718741000,0.6992510060,44944.0000000000,0.6731279620,840.1670000000,Kecimen
79510.0000000000,380.7191934000,267.0341186000,0.7127738790,81779.0000000000,0.7315973500,1075.3070000000,Kecimen
58857.0000000000,320.8119081000,235.3860453000,0.6794521850,60597.0000000000,0.6903642020,927.0480000000,Kecimen
67754.0000000000,349.1971378000,251.6796378000,0.6932075970,69536.0000000000,0.6552611220,1032.3580000000,Kecimen
54842.0000000000,308.2324435000,227.2577315000,0.6755727300,55879.0000000000,0.7381952300,887.1090000000,Kecimen
78352.0000000000,408.8096881000,245.4408089000,0.7997155050,80474.0000000000,0.6842730380,1099.5120000000,Kecimen
72447.0000000000,401.7420402000,231.5372369000,0.8172148760,74481.0000000000,0.7091037220,1055.3020000000,Kecimen
58239.0000000000,324.2950626000,230.9972581000,0.7018692400,59977.0000000000,0.7211902820,940.2200000000,Kecimen
93879.0000000000,409.4869070000,292.9160989000,0.6987922250,96072.0000000000,0.7676689210,1174.1660000000,Kecimen
68129.0000000000,381.1754896000,230.0560205000,0.7973300100,70141.0000000000,0.6597044700,1050.8670000000,Kecimen
74426.0000000000,411.6968203000,231.7495984000,0.8265159790,76449.0000000000,0.6794537060,1071.6120000000,Kecimen
60650.0000000000,324.3616267000,242.2285019000,0.6650651720,62580.0000000000,0.7215427810,941.4860000000,Kecimen
136340.0000000000,722.8539172000,311.3413551000,0.9024897620,176818.0000000000,0.5297740480,2098.2630000000,Kecimen
65051.0000000000,381.2139503000,218.2168451000,0.8199562600,66476.0000000000,0.6443563960,1002.0350000000,Kecimen
72219.0000000000,376.6504925000,249.5294544000,0.7490654280,74373.0000000000,0.7777945310,1050.2210000000,Kecimen
81405.0000000000,421.0948928000,248.0867654000,0.8080259210,83634.0000000000,0.7137283440,1148.6510000000,Kecimen
70196.0000000000,373.1976471000,243.8811053000,0.7569347440,71937.0000000000,0.6907899270,1024.2560000000,Kecimen
69120.0000000000,352.0114030000,250.8148535000,0.7016526990,70274.0000000000,0.7034398530,978.4340000000,Kecimen
56327.0000000000,297.7657247000,241.9344257000,0.5829622470,58178.0000000000,0.7277390180,915.4960000000,Kecimen
54983.0000000000,292.8989067000,248.4080201000,0.5298336920,58095.0000000000,0.7252737110,921.6130000000,Kecimen
105020.0000000000,440.3896311000,306.1052886000,0.7189340150,107423.0000000000,0.7146162220,1228.3660000000,Kecimen
36113.0000000000,257.6418527000,181.1570788000,0.7110560900,37442.0000000000,0.6944807690,737.6370000000,Kecimen
87429.0000000000,408.9260276000,273.8879417000,0.7425651820,89063.0000000000,0.7035746480,1120.0190000000,Kecimen
57785.0000000000,314.4309771000,236.1830350000,0.6601380510,58867.0000000000,0.7328657670,903.7690000000,Kecimen
69846.0000000000,368.4507096000,243.9751621000,0.7493580720,72585.0000000000,0.6767236370,1040.7160000000,Kecimen
81456.0000000000,404.3163937000,258.8920062000,0.7681079850,83499.0000000000,0.7254720340,1103.1530000000,Kecimen
61959.0000000000,339.5850181000,234.6979363000,0.7227289350,64424.0000000000,0.7120414640,970.7540000000,Kecimen
61730.0000000000,376.1885565000,210.6115221000,0.8285897400,63756.0000000000,0.6321880280,989.4990000000,Kecimen
62835.0000000000,421.1693384000,191.1698622000,0.8910513010,64406.0000000000,0.7861450310,1018.5530000000,Kecimen
52651.0000000000,340.8169568000,204.4328840000,0.8001260450,56217.0000000000,0.6835040440,915.9390000000,Kecimen
67093.0000000000,353.1098719000,243.0010336000,0.7255456870,68383.0000000000,0.7606916100,972.9710000000,Kecimen
45160.0000000000,270.5553766000,220.1186723000,0.5814518090,46805.0000000000,0.6860719490,833.1170000000,Kecimen
58989.0000000000,362.6681085000,209.5097184000,0.8162562900,60916.0000000000,0.7327826090,950.7170000000,Kecimen
44007.0000000000,359.3755027000,161.7023657000,0.8930518440,48490.0000000000,0.6447439750,901.1700000000,Kecimen
65062.0000000000,344.3097940000,242.6836332000,0.7093654010,65825.0000000000,0.7692180370,948.8890000000,Kecimen
38724.0000000000,291.0010917000,170.7762667000,0.8096900010,40133.0000000000,0.7808832430,769.6910000000,Kecimen
63514.0000000000,368.7863065000,221.2409483000,0.8000627040,65057.0000000000,0.6638446420,977.0850000000,Kecimen
46403.0000000000,306.3041431000,196.6171927000,0.7667868210,48631.0000000000,0.6376315720,843.9600000000,Kecimen
55746.0000000000,280.3131243000,254.6003304000,0.4183819720,56989.0000000000,0.7306542940,875.6590000000,Kecimen
38153.0000000000,265.0402262000,184.8022541000,0.7168171890,39564.0000000000,0.6824979430,754.0220000000,Kecimen
66094.0000000000,323.1877163000,261.0119111000,0.5897072960,67032.0000000000,0.7387198090,944.7130000000,Kecimen
57303.0000000000,330.0249642000,221.9197863000,0.7401576950,58973.0000000000,0.7167623550,919.0440000000,Kecimen
61289.0000000000,376.3751871000,208.7278098000,0.8321345590,63997.0000000000,0.6394795600,998.4700000000,Kecimen
55114.0000000000,317.1723252000,222.7534529000,0.7118707520,56849.0000000000,0.7142542410,909.6040000000,Kecimen
45567.0000000000,278.5021961000,216.7666389000,0.6278552960,49075.0000000000,0.7140708010,854.7240000000,Kecimen
72215.0000000000,380.4147762000,244.0280812000,0.7671406150,74175.0000000000,0.7209244280,1048.4860000000,Kecimen
65495.0000000000,365.3190043000,230.5255523000,0.7757622110,67299.0000000000,0.6979433080,989.5810000000,Kecimen
34977.0000000000,267.7377387000,170.8372462000,0.7699727040,37747.0000000000,0.6694803330,754.3660000000,Kecimen
76407.0000000000,373.4424261000,264.4743040000,0.7060054830,79086.0000000000,0.7312514360,1074.7020000000,Kecimen
66998.0000000000,338.5866405000,257.3438202000,0.6498609930,69844.0000000000,0.7576045410,1006.2200000000,Kecimen
57310.0000000000,351.3964810000,209.8812282000,0.8020346200,59225.0000000000,0.6998327040,940.4130000000,Kecimen
79106.0000000000,404.5731673000,252.0663638000,0.7821878150,81999.0000000000,0.7285168300,1100.8500000000,Kecimen
56837.0000000000,368.3727265000,198.7746557000,0.8419202420,59040.0000000000,0.6349651440,973.5990000000,Kecimen
53497.0000000000,352.5027525000,194.9811366000,0.8330925260,54875.0000000000,0.6911757110,921.7620000000,Kecimen
58591.0000000000,356.4633214000,212.1192310000,0.8036767770,60664.0000000000,0.7844137410,970.9320000000,Kecimen
60313.0000000000,339.6034558000,227.7259242000,0.7418514920,62130.0000000000,0.7266801610,946.4870000000,Kecimen
72483.0000000000,334.4176092000,282.6808891000,0.5343029270,74945.0000000000,0.7061797920,1052.1590000000,Kecimen
52836.0000000000,340.4047822000,204.3355331000,0.7997957650,55143.0000000000,0.8173886140,928.2740000000,Kecimen
68119.0000000000,385.3917044000,230.7152076000,0.8010098230,70719.0000000000,0.6593012000,1026.6860000000,Kecimen
83490.0000000000,421.8829433000,254.3101831000,0.7978938550,86319.0000000000,0.7099489800,1168.2470000000,Kecimen
74612.0000000000,430.8651894000,229.2867182000,0.8466474550,79297.0000000000,0.6653468880,1140.3990000000,Kecimen
44081.0000000000,328.5871474000,173.3469657000,0.8495224410,46287.0000000000,0.6384664410,867.0030000000,Kecimen
39724.0000000000,271.6656922000,189.4846320000,0.7165926230,41587.0000000000,0.7242825370,781.9700000000,Kecimen
89051.0000000000,418.5556402000,274.9231996000,0.7540318290,92636.0000000000,0.7386752930,1196.0300000000,Kecimen
57612.0000000000,352.4413648000,210.0642098000,0.8029651500,58810.0000000000,0.6477188410,934.6840000000,Kecimen
65740.0000000000,348.8811561000,245.9761755000,0.7091646750,69233.0000000000,0.7408158670,1036.5170000000,Kecimen
69997.0000000000,362.7413898000,247.0913226000,0.7321181790,71994.0000000000,0.7225422190,1010.8090000000,Kecimen
75540.0000000000,422.0984896000,237.6386774000,0.8264613700,78465.0000000000,0.7050851250,1114.8800000000,Kecimen
46397.0000000000,310.7243688000,192.9038367000,0.7839533090,48183.0000000000,0.6552785820,850.7820000000,Kecimen
61967.0000000000,364.7840178000,218.5661729000,0.8006248370,63724.0000000000,0.6873003550,981.0590000000,Kecimen
87149.0000000000,444.6108356000,253.2065911000,0.8219902100,91704.0000000000,0.7162205480,1189.4830000000,Kecimen
67798.0000000000,418.4081341000,207.8255110000,0.8679192980,69356.0000000000,0.6910265820,1073.1380000000,Kecimen
49604.0000000000,310.6056284000,204.6545873000,0.7522403040,51007.0000000000,0.7608092150,855.3920000000,Kecimen
88407.0000000000,412.7569409000,275.2848499000,0.7451098300,90865.0000000000,0.7179622530,1141.2960000000,Kecimen
46601.0000000000,277.3532801000,216.2720505000,0.6260648160,48457.0000000000,0.7616533730,820.1060000000,Kecimen
53121.0000000000,350.9683575000,195.8674449000,0.8297890200,56120.0000000000,0.7326630250,930.6190000000,Kecimen
80101.0000000000,377.6165720000,272.6713449000,0.6918041180,82949.0000000000,0.7254868220,1084.3060000000,Kecimen
69781.0000000000,364.7445188000,248.7961897000,0.7312487970,71504.0000000000,0.6939378270,1024.2070000000,Kecimen
58460.0000000000,290.7535562000,258.3843539000,0.4585446980,60254.0000000000,0.7747561490,908.3570000000,Kecimen
61792.0000000000,400.5028283000,197.7035112000,0.8696673430,64962.0000000000,0.7011619460,1026.1090000000,Kecimen
78084.0000000000,395.2097616000,254.3765834000,0.7653203660,80285.0000000000,0.7030034570,1097.2990000000,Kecimen
63402.0000000000,372.4843101000,224.0094059000,0.7989534550,66639.0000000000,0.6766344370,1008.2760000000,Kecimen
48809.0000000000,332.2648929000,190.3513649000,0.8196319900,51847.0000000000,0.6613416800,928.0160000000,Kecimen
49039.0000000000,285.4020871000,220.8199013000,0.6335337090,50879.0000000000,0.7147708720,841.6660000000,Kecimen
64669.0000000000,364.5828035000,228.8007673000,0.7785611650,67524.0000000000,0.6558456050,995.6920000000,Kecimen
103377.0000000000,460.6704313000,287.9931727000,0.7804958450,105569.0000000000,0.7269677850,1230.2330000000,Kecimen
73972.0000000000,359.2726917000,263.3333902000,0.6802691050,75353.0000000000,0.7547393120,1017.7490000000,Kecimen
47602.0000000000,296.4930361000,206.2251984000,0.7184794340,49089.0000000000,0.7211877890,840.5450000000,Kecimen
69151.0000000000,341.6460576000,258.3928669000,0.6542048240,70703.0000000000,0.7518456100,989.9170000000,Kecimen
56518.0000000000,319.1919279000,230.7099964000,0.6910635980,58879.0000000000,0.7186470850,916.3960000000,Kecimen
86314.0000000000,390.4129792000,282.2148203000,0.6909921190,87873.0000000000,0.7336631310,1106.0330000000,Kecimen
56477.0000000000,334.5881380000,219.1856198000,0.7555501370,58408.0000000000,0.6856667640,941.4290000000,Kecimen
32097.0000000000,264.4163841000,157.9904179000,0.8018643220,33699.0000000000,0.6811179020,713.7750000000,Kecimen
71284.0000000000,356.2592463000,256.4883397000,0.6940274040,72618.0000000000,0.7429750690,1011.0540000000,Kecimen
87937.0000000000,365.8369921000,307.9116981000,0.5400021300,89581.0000000000,0.7110099530,1099.5680000000,Kecimen
100835.0000000000,419.7533709000,306.9548981000,0.6820833820,102881.0000000000,0.7525786280,1202.3690000000,Kecimen
66752.0000000000,370.5036219000,231.5511993000,0.7806540600,69039.0000000000,0.7423900350,1006.0280000000,Kecimen
65999.0000000000,326.2987214000,264.4148773000,0.5859516130,67971.0000000000,0.6768642250,998.7930000000,Kecimen
70977.0000000000,362.0635747000,256.3830246000,0.7060960800,73417.0000000000,0.6502226130,1033.8700000000,Kecimen
38569.0000000000,272.9372082000,181.8567206000,0.7456881780,39909.0000000000,0.7160308180,757.2950000000,Kecimen
53964.0000000000,368.0740610000,189.8138686000,0.8567723750,55662.0000000000,0.6036781810,943.5990000000,Kecimen
79100.0000000000,413.4963654000,246.4047067000,0.8030546580,81839.0000000000,0.6551484230,1113.6070000000,Kecimen
83071.0000000000,400.4656882000,265.9287970000,0.7476891520,84531.0000000000,0.7184581060,1112.7840000000,Kecimen
31237.0000000000,262.3470571000,155.0257428000,0.8067312230,32564.0000000000,0.6139106170,718.8470000000,Kecimen
26908.0000000000,245.7557814000,143.7108718000,0.8111983690,28607.0000000000,0.6934872810,678.8150000000,Kecimen
66797.0000000000,358.1989179000,240.7826944000,0.7403661080,68732.0000000000,0.6976625170,1006.3750000000,Kecimen
76222.0000000000,388.8073993000,250.6960737000,0.7643663840,77958.0000000000,0.7374419500,1065.6800000000,Kecimen
46810.0000000000,297.8913729000,201.5349368000,0.7364074050,48300.0000000000,0.7213079390,836.1090000000,Kecimen
65123.0000000000,382.3576865000,218.8887484000,0.8199248570,66825.0000000000,0.7643365180,1018.3530000000,Kecimen
65091.0000000000,392.4932707000,216.8275716000,0.8335550480,69597.0000000000,0.6641938780,1079.7520000000,Kecimen
68400.0000000000,363.5065315000,249.5814954000,0.7270408050,72981.0000000000,0.7257448430,1079.9730000000,Kecimen
64056.0000000000,393.6167673000,209.6308230000,0.8463822180,65958.0000000000,0.7678734120,1014.2680000000,Kecimen
49821.0000000000,319.0820631000,202.2364946000,0.7734911060,51829.0000000000,0.6779750970,907.4230000000,Kecimen
80353.0000000000,394.3401890000,264.5790871000,0.7415105400,83419.0000000000,0.6680217820,1120.7770000000,Kecimen
51539.0000000000,330.7474868000,200.9579393000,0.7942529790,53060.0000000000,0.7254109900,894.0390000000,Kecimen
63827.0000000000,393.2516650000,209.1461847000,0.8468461050,66445.0000000000,0.6674090800,1047.0370000000,Kecimen
89345.0000000000,435.5508797000,262.0614475000,0.7987386330,91337.0000000000,0.7138462770,1176.6570000000,Kecimen
31275.0000000000,264.6871870000,156.3955455000,0.8067672610,33540.0000000000,0.6583933310,727.5610000000,Kecimen
75431.0000000000,433.6712228000,222.9994167000,0.8576624660,78125.0000000000,0.7231841540,1103.2360000000,Kecimen
72718.0000000000,397.9029450000,235.5598942000,0.8059354690,74803.0000000000,0.7468674250,1073.9160000000,Kecimen
82886.0000000000,424.8227093000,253.1715480000,0.8030242430,85879.0000000000,0.6482812560,1163.5280000000,Kecimen
67852.0000000000,353.1242534000,247.3352308000,0.7137310820,69587.0000000000,0.7295129560,983.3850000000,Kecimen
49336.0000000000,338.4814606000,193.0052021000,0.8214996080,52619.0000000000,0.6565527520,909.6810000000,Kecimen
39368.0000000000,296.6559478000,171.2081645000,0.8166543930,41361.0000000000,0.6199685040,798.5460000000,Kecimen
51304.0000000000,350.0425817000,189.7654380000,0.8403004290,52949.0000000000,0.6609977320,897.1110000000,Kecimen
91764.0000000000,433.7681595000,270.2860947000,0.7821327130,93480.0000000000,0.6929245640,1165.0840000000,Kecimen
79252.0000000000,398.8445645000,254.1729295000,0.7706380090,80799.0000000000,0.7050074280,1074.1080000000,Kecimen
50530.0000000000,328.9180154000,198.2839196000,0.7978644380,52600.0000000000,0.6816955370,897.7960000000,Kecimen
66063.0000000000,354.0975248000,238.5102532000,0.7391214210,67503.0000000000,0.7626760560,971.9380000000,Kecimen
73311.0000000000,391.8675067000,239.6017637000,0.7912941590,74825.0000000000,0.6899664010,1046.5200000000,Kecimen
82793.0000000000,428.1169055000,249.3908796000,0.8128093050,84950.0000000000,0.7424582110,1130.6730000000,Kecimen
104921.0000000000,452.8630128000,297.0241867000,0.7548644150,108211.0000000000,0.7262979370,1254.8610000000,Kecimen
59654.0000000000,350.8999545000,219.4898675000,0.7802197210,62384.0000000000,0.7130528330,979.7270000000,Kecimen
76531.0000000000,407.6686396000,241.3995271000,0.8058303870,78857.0000000000,0.7312274870,1068.3750000000,Kecimen
57438.0000000000,344.9801825000,215.4342255000,0.7810384790,58924.0000000000,0.6933941760,935.8160000000,Kecimen
55129.0000000000,336.0217020000,210.4280656000,0.7796355130,56855.0000000000,0.7504015460,910.8370000000,Kecimen
37302.0000000000,284.3301121000,170.5330024000,0.8001715760,39280.0000000000,0.7211739230,761.1310000000,Kecimen
58357.0000000000,338.3209626000,220.4643950000,0.7585260410,59383.0000000000,0.7381729410,915.3790000000,Kecimen
33615.0000000000,254.4722300000,171.0010504000,0.7405664370,35376.0000000000,0.7880485750,719.9350000000,Kecimen
47555.0000000000,330.8992812000,186.2529038000,0.8265462100,50165.0000000000,0.6807088360,873.8370000000,Kecimen
71762.0000000000,387.6741043000,236.8736053000,0.7916211830,73593.0000000000,0.7016778790,1038.7410000000,Kecimen
84677.0000000000,401.6681425000,269.6684468000,0.7411211990,86777.0000000000,0.7510288430,1118.9990000000,Kecimen
86421.0000000000,367.1703365000,300.7939859000,0.5734766390,87929.0000000000,0.7486226610,1080.0070000000,Kecimen
90191.0000000000,431.3669658000,272.7513950000,0.7747273000,93719.0000000000,0.6250242550,1179.3740000000,Kecimen
34638.0000000000,251.7422462000,178.3411150000,0.7057836510,35824.0000000000,0.7493996240,713.9400000000,Kecimen
39275.0000000000,274.0659935000,185.4112735000,0.7364237650,40747.0000000000,0.7125621390,772.5010000000,Kecimen
41458.0000000000,281.8248824000,192.6741159000,0.7297949540,42792.0000000000,0.6827733860,782.3620000000,Kecimen
85954.0000000000,405.9151667000,272.0833254000,0.7420938150,87690.0000000000,0.7148179570,1104.7170000000,Kecimen
56589.0000000000,343.9347569000,213.1333342000,0.7848457460,58274.0000000000,0.6598530780,931.4510000000,Kecimen
39622.0000000000,280.1124767000,185.1922062000,0.7502668220,40539.0000000000,0.7330077330,766.5310000000,Kecimen
48093.0000000000,329.9357423000,187.0417222000,0.8237842180,49367.0000000000,0.7451080640,858.3860000000,Kecimen
67404.0000000000,349.0112620000,247.6902693000,0.7045127430,69607.0000000000,0.7450260850,997.2760000000,Kecimen
57838.0000000000,350.2854586000,214.8024505000,0.7899112770,59449.0000000000,0.6740397170,939.1490000000,Kecimen
58570.0000000000,355.3995375000,214.5674661000,0.7971843830,60494.0000000000,0.6575579310,962.7080000000,Kecimen
60199.0000000000,375.2796881000,205.4140518000,0.8368955880,61711.0000000000,0.7362891390,971.1850000000,Kecimen
74254.0000000000,402.5264818000,241.2834392000,0.8004327820,76702.0000000000,0.7264704730,1080.0340000000,Kecimen
63718.0000000000,407.5658564000,200.2610472000,0.8709572810,65950.0000000000,0.7229673000,1023.0640000000,Kecimen
28216.0000000000,245.4012948000,150.2455819000,0.7906685320,30316.0000000000,0.6222927970,683.0040000000,Kecimen
79055.0000000000,395.3686671000,258.2759520000,0.7571392930,82562.0000000000,0.7195059800,1114.4880000000,Kecimen
86141.0000000000,414.1071647000,266.9075277000,0.7645728390,87883.0000000000,0.7187400920,1146.1640000000,Kecimen
82873.0000000000,449.4092640000,239.6140780000,0.8460045640,85648.0000000000,0.7007694910,1148.3630000000,Kecimen
98485.0000000000,387.7628358000,325.7371661000,0.5425209800,100682.0000000000,0.7298645280,1193.9080000000,Kecimen
53633.0000000000,313.4799560000,218.6686172000,0.7165340180,55147.0000000000,0.7284321180,882.6690000000,Kecimen
63191.0000000000,335.2416873000,243.9723903000,0.6858417030,64898.0000000000,0.7046039940,977.0950000000,Kecimen
58545.0000000000,325.1886359000,231.9557989000,0.7008627650,60738.0000000000,0.7005001440,966.7580000000,Kecimen
68931.0000000000,381.6717342000,231.5281935000,0.7949949610,71336.0000000000,0.6793105490,1067.6920000000,Kecimen
67874.0000000000,360.0234655000,243.2719738000,0.7371662310,69889.0000000000,0.6783194420,1035.2770000000,Kecimen
61200.0000000000,323.1744104000,246.2883243000,0.6474698740,64553.0000000000,0.7074490220,997.2640000000,Kecimen
87089.0000000000,396.4868571000,280.2454497000,0.7073919100,88754.0000000000,0.7422315780,1154.5620000000,Kecimen
59589.0000000000,383.5712334000,201.3818552000,0.8510910370,62974.0000000000,0.6840818290,1043.1870000000,Kecimen
50312.0000000000,354.2355512000,182.3120807000,0.8573923040,52070.0000000000,0.6233521660,961.4390000000,Kecimen
41995.0000000000,259.2088782000,210.3507977000,0.5843374550,43443.0000000000,0.7297006130,801.5260000000,Kecimen
137583.0000000000,649.5414850000,273.2602815000,0.9072011180,142650.0000000000,0.7316376670,1590.3540000000,Besni
117592.0000000000,533.2928563000,288.5583194000,0.8409660330,123587.0000000000,0.7300676720,1432.0060000000,Besni
95546.0000000000,487.1782819000,251.9602430000,0.8558749440,99166.0000000000,0.7227820140,1276.8070000000,Besni
96582.0000000000,446.7052035000,278.3254980000,0.7821716310,100113.0000000000,0.7065976030,1216.9790000000,Besni
61409.0000000000,403.7012948000,209.3658885000,0.8550073710,67286.0000000000,0.5973928690,1083.4770000000,Besni
154242.0000000000,585.9280742000,337.5992453000,0.8173237830,158371.0000000000,0.7216000000,1530.3150000000,Besni
134303.0000000000,600.7662711000,288.3849296000,0.8772528960,138133.0000000000,0.7424362200,1497.5150000000,Besni
112378.0000000000,528.4003254000,272.7787203000,0.8564470020,115602.0000000000,0.6147054960,1366.7400000000,Besni
124579.0000000000,439.9605034000,371.0262137000,0.5374162980,128307.0000000000,0.6982501570,1373.5370000000,Besni
83107.0000000000,507.3808994000,233.1538498000,0.8881652000,93706.0000000000,0.4910020090,1367.3310000000,Besni
107178.0000000000,508.7478956000,270.4624159000,0.8469806900,110611.0000000000,0.6329085520,1325.9470000000,Besni
64391.0000000000,449.5559014000,187.1223778000,0.9092555690,68813.0000000000,0.6342691100,1177.7140000000,Besni
126781.0000000000,659.4426082000,249.5447658000,0.9256349340,132802.0000000000,0.7366619800,1552.5400000000,Besni
45051.0000000000,323.5892546000,180.0697373000,0.8308635120,46532.0000000000,0.8306322250,836.6250000000,Besni
119026.0000000000,612.7444115000,250.9269903000,0.9123041440,123463.0000000000,0.6157451480,1486.7690000000,Besni
67579.0000000000,402.3102017000,217.0587358000,0.8419658780,70809.0000000000,0.7031129700,1051.5530000000,Besni
97019.0000000000,559.5992129000,228.6417533000,0.9127219460,101539.0000000000,0.5734525720,1383.6470000000,Besni
184784.0000000000,740.1087099000,320.5878300000,0.9013155240,192699.0000000000,0.6453532640,1791.5680000000,Besni
168276.0000000000,656.0993813000,328.4868790000,0.8656403480,174282.0000000000,0.6815387230,1685.2830000000,Besni
195383.0000000000,755.0129141000,335.7904519000,0.8956557670,204472.0000000000,0.7287691160,1893.4140000000,Besni
65253.0000000000,418.9978869000,205.7561847000,0.8711216050,69700.0000000000,0.6662548500,1075.4040000000,Besni
120255.0000000000,471.8135294000,326.5463364000,0.7217931070,123486.0000000000,0.7238869760,1322.8140000000,Besni
108161.0000000000,485.1026458000,286.0331908000,0.8076703010,111765.0000000000,0.7079062770,1305.1440000000,Besni
157877.0000000000,613.8737446000,328.3133366000,0.8449645920,161901.0000000000,0.6413228040,1604.1030000000,Besni
83800.0000000000,440.8337404000,245.3818805000,0.8307596160,86346.0000000000,0.6571621260,1170.0910000000,Besni
177264.0000000000,619.9584724000,366.7632399000,0.8062365910,180994.0000000000,0.6832193760,1652.6940000000,Besni
127245.0000000000,530.3040552000,309.1215157000,0.8125340490,130649.0000000000,0.6790963530,1423.9970000000,Besni
108314.0000000000,455.6058765000,311.1711176000,0.7304341680,112497.0000000000,0.6869446650,1306.5770000000,Besni
128947.0000000000,572.8016018000,289.0221686000,0.8633670480,132108.0000000000,0.6044088420,1446.9230000000,Besni
189637.0000000000,636.7524368000,403.7193275000,0.7733095060,209580.0000000000,0.6137854690,1870.2800000000,Besni
137508.0000000000,604.1144233000,292.0960638000,0.8753381980,141818.0000000000,0.6015223100,1529.7900000000,Besni
75173.0000000000,365.8032415000,267.5827815000,0.6818481560,78359.0000000000,0.6799540500,1087.0340000000,Besni
115859.0000000000,488.4888558000,305.0907780000,0.7809765370,120546.0000000000,0.7426430530,1351.4220000000,Besni
92188.0000000000,374.7201638000,324.3025616000,0.5009907160,95920.0000000000,0.7475995850,1190.8130000000,Besni
153824.0000000000,536.6069930000,369.2864544000,0.7255324780,159063.0000000000,0.7390836410,1582.1460000000,Besni
